note_idx,time_ms,lane,confidence
100,57295,0,0.7109434008598328
101,57585,2,0.7849732041358948
102,58143,2,0.8061755895614624
103,58410,0,0.6220009326934814
104,58688,2,0.6487100124359131
105,59246,0,0.6725014448165894
106,59803,2,0.7068591713905334
107,60070,1,0.7093971967697144
108,60360,2,0.739560067653656
109,60918,2,0.7213636636734009
110,61475,2,0.745857298374176
111,61742,0,0.6102239489555359
112,64261,2,0.683917760848999
113,64819,1,0.6352907419204712
114,65074,3,0.6512941718101501
115,66479,2,0.6409136056900024
116,66734,1,0.644082248210907
117,67129,0,0.7032963037490845
118,67582,1,0.7449585199356079
119,68406,3,0.687114417552948
120,68708,2,0.6013951301574707
121,68963,1,0.6343323588371277
122,69521,3,0.6373773813247681
123,70182,1,0.6330642700195312
124,70600,0,0.6565108299255371
125,70925,1,0.63351970911026
126,71471,2,0.7565118670463562
127,71715,3,0.6208965182304382
128,72028,1,0.7782719135284424
129,72586,3,0.7492228150367737
130,72853,1,0.7579914927482605
131,73143,2,0.74770587682724
132,73944,3,0.6164311766624451
133,74490,1,0.6016549468040466
134,74803,1,0.6802554726600647
135,75058,2,0.7385601997375488
136,75906,2,0.7574750781059265
137,76463,2,0.743718147277832
138,77032,2,0.7104412317276001
139,77439,1,0.6552537679672241
140,77845,0,0.6020102500915527
141,78147,2,0.6794129610061646
142,78692,2,0.6352797150611877
143,78959,2,0.8361415266990662
144,79273,1,0.6197628378868103
145,80074,2,0.689760684967041
146,80364,2,0.8476912975311279
147,80922,2,0.7977025508880615
148,81189,2,0.6244581937789917
149,81479,2,0.7954849004745483
150,82024,2,0.7218461036682129
151,82582,2,0.6967955827713013
152,83139,2,0.6915727853775024
153,83406,2,0.7053351402282715
154,83696,2,0.7930842638015747
155,84242,2,0.8011083006858826
156,84521,2,0.7389246821403503
157,84811,2,0.8284683227539062
158,85368,2,0.7026376724243164
159,85914,2,0.6307212114334106
160,86471,0,0.6581286787986755
161,86738,2,0.7175464034080505
162,87028,2,0.7884722352027893
163,87586,2,0.7825635075569153
164,87853,2,0.7046049237251282
165,88932,2,0.6228445172309875
166,89258,2,0.8043699264526367
167,89815,2,0.6875686049461365
168,90372,2,0.6738330125808716
169,90883,2,0.6221021413803101
170,91185,2,0.7568957805633545
171,91475,2,0.7330563068389893
172,92032,2,0.68086838722229
173,92590,2,0.746932864189148
174,92822,1,0.6884850859642029
175,93147,2,0.7529038786888123
176,93693,2,0.6754674911499023
177,93960,2,0.6211294531822205
178,94250,0,0.6189390420913696
179,94772,2,0.6413288116455078
180,95364,2,0.7277714610099792
181,95922,2,0.7862621545791626
182,96189,2,0.7360875010490417
183,96467,2,0.8260657787322998
184,97547,1,0.7438616752624512
185,98244,0,0.6389455795288086
186,98952,1,0.633234977722168
187,100206,2,0.6533333659172058
188,100461,0,0.6647323966026306
189,100879,0,0.6014893651008606
190,101297,0,0.6699919700622559
191,101750,2,0.7917916178703308
192,103654,0,0.7463070154190063
193,104385,2,0.6322116255760193
194,105082,2,0.6707888245582581
195,105349,0,0.6201832294464111
196,105906,2,0.6171210408210754
197,106196,1,0.7970104217529297
198,106440,2,0.7813130617141724
199,106998,2,0.7022366523742676
200,107590,2,0.680759072303772
201,107857,1,0.7389411926269531
202,108100,0,0.632835865020752
203,108693,2,0.8038159608840942
204,109250,2,0.6066704988479614
205,109807,2,0.6845879554748535
206,110016,3,0.6007698774337769
207,110364,2,0.7059653401374817
208,110922,2,0.7386427521705627
209,111479,2,0.7094458341598511
210,112025,0,0.6038097143173218
211,112582,0,0.6099159717559814
212,112826,2,0.6572695374488831
213,113139,2,0.6178734302520752
214,113824,2,0.830822765827179
215,114254,0,0.6866908073425293
216,115066,2,0.668207585811615
217,115728,2,0.6973331570625305
218,116994,2,0.6529891490936279
219,117748,2,0.6610619425773621
220,118120,2,0.6199856400489807
221,118375,1,0.652323305606842
222,120070,0,0.6701140403747559
223,120488,1,0.7582371234893799
224,120918,1,0.7098689079284668
225,122032,2,0.6209256649017334
226,122590,2,0.7377211451530457
227,123135,0,0.6915934681892395
228,124250,2,0.61785489320755
229,124517,2,0.7381576299667358
230,124807,2,0.6810306906700134
231,125365,2,0.7752943634986877
232,125632,2,0.6973215341567993
233,125922,1,0.8051878213882446
234,126479,2,0.8244284391403198
235,127025,2,0.7745110988616943
236,127292,2,0.644743800163269
237,127582,2,0.6880531311035156
238,128139,1,0.6482904553413391
239,128406,1,0.6332833170890808
240,128697,2,0.7232325077056885
241,129254,2,0.7498303055763245
242,129800,2,0.7647192478179932
243,130078,2,0.7259325981140137
244,130368,2,0.6503268480300903
245,130914,2,0.8212224841117859
246,131181,0,0.709688663482666
247,131437,0,0.6484073400497437
248,132063,1,0.6979374289512634
249,133178,3,0.6175934672355652
250,134177,3,0.6441128253936768
251,134629,1,0.6910826563835144
252,135779,1,0.6295991539955139
253,136440,1,0.6308344602584839
254,136684,3,0.6349717378616333
255,137276,1,0.6433724164962769
256,137567,2,0.6913926005363464
257,138461,2,0.6522986888885498
258,138960,1,0.6265122890472412
259,139250,1,0.7121189832687378
260,140330,2,0.6146897077560425
261,140887,2,0.6383427977561951
262,142594,2,0.7010591626167297
263,143139,2,0.6544972062110901
264,143406,3,0.728089451789856
265,143697,2,0.6876254081726074
266,144254,2,0.7672996520996094
267,144521,3,0.6627482771873474
268,144811,2,0.8184033632278442
269,145369,2,0.68877112865448
270,145636,3,0.6700724959373474
271,145926,2,0.6908497214317322
272,146471,2,0.6571432948112488
273,146738,3,0.609918475151062
274,147586,2,0.6336629390716553
275,147853,3,0.7456138134002686
276,148143,2,0.6962888240814209
277,148701,2,0.7315488457679749
278,149792,2,0.6953287124633789
279,150047,2,0.679423451423645
280,150361,2,0.7628107666969299
281,150930,0,0.6488553881645203
282,152033,1,0.7200465202331543
283,152300,2,0.6543432474136353
284,152590,0,0.6082161068916321
285,153147,2,0.781351625919342
286,153403,0,0.6405977606773376
287,153797,0,0.6571401357650757
288,154250,0,0.6331738829612732
289,154494,1,0.6072396636009216
290,155074,2,0.6458287835121155
291,155330,2,0.7201632857322693
292,155887,2,0.6219431161880493
293,156479,2,0.642074704170227
294,156851,0,0.6245270371437073
295,157269,0,0.6458742618560791
296,157594,2,0.6754655838012695
297,158163,2,0.6344339847564697
298,158697,0,0.6629266142845154
299,159254,2,0.6016441583633423
300,159660,2,0.6691728830337524
301,160044,0,0.6122246980667114
302,160369,1,0.7379449009895325
303,160914,2,0.7563567757606506
304,161437,0,0.6917166709899902
305,161715,2,0.7162680625915527
306,162029,2,0.6727569699287415
307,162551,2,0.6176183223724365
308,163143,2,0.6813706755638123
309,163422,1,0.6185494661331177
310,163701,2,0.7549510598182678
311,164258,2,0.6726689338684082
312,164490,0,0.6846533417701721
313,164815,2,0.7507063150405884
314,165361,1,0.6619269251823425
315,165883,0,0.7298728227615356
316,166475,2,0.7403120994567871
317,167137,2,0.6164442896842957
318,168705,1,0.689680278301239
319,168937,2,0.7069336175918579
320,169250,2,0.7296402454376221
321,169808,2,0.7779693603515625
322,170365,2,0.7817320227622986
323,170922,2,0.7123250961303711
324,171479,2,0.7361499071121216
325,172025,2,0.6352750062942505
326,172582,0,0.6940005421638489
327,172849,3,0.716298520565033
328,173140,2,0.7318918108940125
329,173697,2,0.8292552828788757
330,174243,2,0.7108081579208374
331,174660,1,0.6300374865531921
332,175357,2,0.6126407384872437
333,175624,0,0.6880890727043152
334,175880,2,0.6706410646438599
335,176472,2,0.738848090171814
336,176750,2,0.6348692774772644
337,177029,2,0.7865900993347168
338,177586,2,0.7932635545730591
339,178097,1,0.6064419150352478
340,178411,3,0.6158508062362671
341,178689,0,0.8024196028709412
342,179246,0,0.6095743179321289
343,179804,1,0.6783440113067627
344,180071,1,0.7734265923500061
345,180361,2,0.6856734752655029
346,180918,0,0.759955644607544
347,181162,2,0.6606839895248413
348,181476,2,0.7700068354606628
349,182033,2,0.8039061427116394
350,182590,2,0.7658883333206177
351,183136,2,0.7027946710586548
352,183414,3,0.6712173819541931
353,183693,0,0.73212730884552
354,184250,2,0.762362003326416
355,184517,2,0.77074134349823
356,184808,2,0.735468327999115
357,185620,2,0.7567352652549744
358,186746,2,0.6457831263542175
359,187025,1,0.7137888669967651
360,187582,2,0.7683092355728149
361,188140,2,0.7969207167625427
362,188697,2,0.7578209638595581
363,189254,2,0.6930285096168518
364,189800,0,0.6460602283477783
365,190357,0,0.6176904439926147
366,190624,0,0.6789705157279968
367,190914,0,0.7446027994155884
368,191472,1,0.6532121300697327
369,191739,2,0.7065798044204712
370,192029,2,0.7276519536972046
371,192586,2,0.8033148050308228
372,193132,2,0.728760838508606
373,193689,2,0.7891039252281189
374,194247,2,0.6638680696487427
375,194514,2,0.747678816318512
376,194804,0,0.6581112742424011
377,195361,1,0.8104033470153809
378,195918,2,0.7694445848464966
379,196464,2,0.8131290674209595
380,196743,2,0.6008198261260986
381,197021,0,0.6874130964279175
382,197579,1,0.6909445524215698
383,198136,2,0.6933696866035461
384,198403,3,0.649585485458374
385,198693,0,0.7043181657791138
386,199250,0,0.7276050448417664
387,199808,2,0.7516130208969116
388,200365,2,0.8233110308647156
389,200911,0,0.7220348119735718
390,201735,0,0.6586283445358276
391,202025,2,0.7010825872421265
392,202292,2,0.740807831287384
393,203140,2,0.7926418781280518
394,203685,2,0.8050435185432434
395,203964,2,0.8096311688423157
